name_a,type_a,name_b,type_b,similarity,decision,confidence,reason
威脅偵測,function,威脅評估,function,0.8545,different,0.8,威脅偵測和威脅評估是相關但不同的安全功能
管理,function,事件管理,function,0.8534,different,0.8,節點 A 和節點 B 雖相關但指稱不同概念，管理是一個更廣泛的概念，而事件管理是一個特定類型的管理
安全程序演算法,function,演算法,function,0.8528,different,0.8,節點 A 指稱特定安全程序的演算法，節點 B 則為一般演算法
保密功能,function,密碼功能,function,0.8655,same,0.8,保密功能和密碼功能在資安領域中常被視為同義詞
審查,function,稽核與確認,function,0.8505,same,0.8,審查和稽核與確認在特定情境下可視為同義詞
資安弱點管理,function,資安警訊管理,function,0.8498,different,0.8,兩節點名稱雖相關但指稱不同概念
資源管理,function,管理,function,0.8481,different,0.8,節點 A 和節點 B 雖相關但指稱不同概念，資源管理是一種特定的管理形式
區塊加密,function,aes加密,function,0.8511,different,0.8,區塊加密是一種加密方法，AES加密是區塊加密的一種特定實現
安全事件管理,function,資安設備管理,function,0.8458,different,0.8,安全事件管理和資安設備管理是相關但不同的概念
安全稽核,function,安全架構審查,function,0.8746,different,0.8,安全稽核和安全架構審查是相關但不同的安全功能
系統存取控制管理,function,系統監控,function,0.8446,different,0.8,系統存取控制管理和系統監控是相關但不同的概念
辨識,function,辨識功能,function,0.8434,same,0.9,兩節點名稱語意等價
權限管理,function,憑證管理,function,0.8434,different,0.8,兩節點名稱雖相關但指稱不同概念
資安稽核,function,稽核與確認,function,0.8424,same,0.8,兩節點名稱語意相近，皆指涉資安檢查或評估
風險管理,function,風險分析,function,0.8419,different,0.8,風險管理和風險分析是相關但不同的概念
安全稽核,function,安全營運,function,0.8581,different,0.8,安全稽核和安全營運是相關但不同的安全管理概念
資安稽核,function,安全架構審查,function,0.84,different,0.8,資安稽核和安全架構審查是相關但不同的概念
安全稽核,function,稽核與確認,function,0.8376,same,0.8,安全稽核和稽核與確認在本體論類別function下具有相似的語意含義
偵測層級,function,辨識層級,function,0.8386,same,0.9,偵測層級和辨識層級在此語境下為同義詞
資安事件管理,function,資安設備管理,function,0.8357,different,0.8,兩節點名稱雖相關但指稱不同概念
區塊加密,function,資料加密,function,0.8353,different,0.8,區塊加密和資料加密相關但指稱不同概念
資料庫管理,function,資訊管理,function,0.837,different,0.8,資料庫管理和資訊管理相關但指稱不同概念
資安警訊管理,function,資安設備管理,function,0.8478,different,0.8,兩節點名稱雖相關但指稱不同概念
人力資源管理,function,資源管理,function,0.8351,different,0.8,人力資源管理和資源管理雖相關但指稱不同概念
雜湊,function,雜湊計算,function,0.833,same,0.9,雜湊和雜湊計算語意等價
網路存取控管,function,系統存取控制管理,function,0.8283,same,0.9,節點名稱語意相近，均指涉存取控管
管理,function,資訊管理,function,0.8448,different,0.8,節點 A 和節點 B 雖相關但指稱不同概念
安全事件管理,function,安全營運,function,0.8278,different,0.8,安全事件管理和安全營運雖相關但指稱不同概念
審查,function,安全架構審查,function,0.8309,different,0.8,節點 A 和節點 B 雖然相關，但指稱不同概念，審查是一個更廣泛的概念，而安全架構審查是審查的一個特定類型
安全存取控制,function,存取控管,function,0.8267,same,0.9,安全存取控制和存取控管是同義詞
安全事件管理,function,事件管理,function,0.8792,different,0.8,節點 A 的安全事件管理強調安全方面，節點 B 的事件管理涵蓋更廣泛的事件管理
帳號管理,function,憑證管理,function,0.8279,different,0.8,帳號管理和憑證管理是相關但不同的概念
查詢功能,function,查詢,function,0.8742,same,0.9,查詢功能和查詢是語意等價的表達
帳號管理,function,日誌管理,function,0.8253,different,0.8,帳號管理和日誌管理是兩個不同的管理功能
身分驗證,function,身份驗證流程,function,0.8249,different,0.8,雖然兩節點相關，但節點 A 指的是身分驗證的功能，節點 B 則是指身份驗證的流程
權限管理,function,資源管理,function,0.8263,different,0.8,兩節點名稱雖相關但指稱不同管理概念
資安稽核,function,審查,function,0.827,different,0.8,資安稽核和審查雖相關但指稱不同概念
身份驗證流程,function,身分認證,function,0.8248,same,0.9,身份驗證流程和身分認證是同義詞
數位憑證認證,function,身分認證,function,0.8255,same,0.8,數位憑證認證和身分認證在本體論類別function下具有相似的語意含義
雜湊演算法,function,雜湊計算,function,0.8234,same,0.9,雜湊演算法和雜湊計算語意等價
管理,function,防火牆管理,function,0.8238,different,0.8,節點 A 和節點 B 雖相關但指稱不同概念
稽核與確認,function,稽核與安全監視,function,0.8217,different,0.8,節點A和節點B雖然都包含稽核，但節點B還包含安全監視，指稱不同概念
即時監看資安事件,function,資安事件監看,function,0.8206,same,0.9,兩節點名稱語意相近，均指資安事件的監看功能
安全事件管理,function,安全稽核,function,0.8209,different,0.8,安全事件管理和安全稽核是相關但不同的安全管理概念
系統存取控制管理,function,安全存取控制,function,0.8266,same,0.8,系統存取控制管理和安全存取控制是同義詞，指稱控制系統存取的安全功能
感測功能,function,辨識功能,function,0.8206,different,0.8,感測功能和辨識功能是相關但不同的概念
安全事件管理,function,資安警訊管理,function,0.8194,same,0.8,安全事件管理和資安警訊管理在本體論類別function下具有相近的語意含義
權限管理,function,權限管理 (authorization),function,0.8206,same,1.0,兩節點名稱語意等價
aes加密,function,資料加密,function,0.8205,different,0.8,節點 A 指稱特定的加密演算法，節點 B 則為更廣泛的概念
憑證管理,function,資安警訊管理,function,0.823,different,0.8,憑證管理和資安警訊管理是兩個不同的資安功能
管理,function,專案管理,function,0.8241,different,0.8,節點 A 和節點 B 雖然相關，但指稱不同概念，管理是一個更廣泛的概念，而專案管理是一個特定的管理類型
雜湊函數,function,雜湊計算,function,0.8174,same,0.9,雜湊函數和雜湊計算是同義詞
威脅偵測,function,偵測,function,0.8172,different,0.8,威脅偵測和偵測雖相關但指稱不同概念
網路存取控管,function,安全存取控制,function,0.8172,same,0.8,網路存取控管和安全存取控制是同義詞
資安弱點管理,function,資安事件管理,function,0.8178,different,0.8,兩節點名稱語意不同，資安弱點管理和資安事件管理是相關但不同的概念
行程管理,function,日誌管理,function,0.817,different,0.8,行程管理和日誌管理是相關但不同的概念
權限管理,function,事件管理,function,0.8169,different,0.8,兩節點名稱語意不同，指稱不同的管理概念
特定演算法,function,演算法,function,0.8191,different,0.8,節點 A 指特定演算法，節點 B 指一般演算法
管理,function,缺陷管理,function,0.8287,different,0.8,節點 A 和節點 B 雖相關但指稱不同概念
資安弱點管理,function,資安設備管理,function,0.817,different,0.8,兩節點名稱雖相關但指稱不同概念
資安事故處理,function,資安事件管理,function,0.8188,different,0.8,兩節點名稱雖相關但指稱不同概念，資安事故處理著重於事件發生後的處理，資安事件管理則涵蓋了事件的整體管理
資訊保護與維護,function,保護措施,function,0.8162,different,0.8,節點 A 和節點 B 雖然都與保護相關，但指稱的概念不同，節點 A 強調資訊保護與維護，節點 B 則著重於保護措施
非對稱加密,function,對稱密鑰加密,function,0.8143,different,0.9,非對稱加密和對稱密鑰加密是兩種不同的加密方法
區塊加密,function,對稱密鑰加密,function,0.8121,different,0.8,區塊加密和對稱密鑰加密是相關但不同的加密概念
檔案管理,function,資料庫管理,function,0.8142,different,0.8,檔案管理和資料庫管理是相關但不同的概念
安全架構審查,function,稽核與安全監視,function,0.8104,different,0.8,安全架構審查和稽核與安全監視是相關但不同的安全功能
認證功能,function,密碼功能,function,0.816,different,0.8,認證功能和密碼功能雖相關但指稱不同概念
設備管理,function,事件管理,function,0.8101,different,0.9,設備管理和事件管理是兩個不同的管理功能
審查,function,安全稽核,function,0.8085,different,0.8,審查和安全稽核是相關但不同的概念
訊息加密,function,aes加密,function,0.8075,different,0.8,節點 A 為一般性訊息加密，節點 B 為特定加密演算法 aes
風險管理,function,風險分析與評鑑,function,0.8183,different,0.8,風險管理涵蓋風險分析與評鑑，但兩者概念不完全相同
資安警訊管理,function,事件管理,function,0.8121,different,0.8,資安警訊管理和事件管理雖相關但指稱不同概念
審查,function,驗章,function,0.8068,same,0.8,審查和驗章在特定情境下可能是同義詞
權限管理,function,資安警訊管理,function,0.8097,different,0.8,兩節點名稱雖相關但指稱不同概念
辨識層級,function,辨識,function,0.8058,same,0.8,辨識層級和辨識是相關的概念，且前者可以被視為後者的具體化形式
保密功能,function,資料保密,function,0.8129,same,0.9,節點名稱語意相近，保密功能和資料保密都指涉資料的隱私保護
aes加密,function,對稱密鑰加密,function,0.8088,different,0.8,節點 A 指稱特定的加密演算法，節點 B 指稱更廣泛的加密類別
資安弱點管理,function,缺陷管理,function,0.8075,same,0.8,資安弱點管理和缺陷管理是相關的概念，且缺陷管理可以被視為資安弱點管理的一部分
認證功能,function,辨識功能,function,0.8055,different,0.8,認證功能和辨識功能雖相關但指稱不同概念
區塊加密,function,訊息加密,function,0.806,different,0.8,區塊加密和訊息加密是相關但不同的加密概念
金鑰管理,function,帳號管理,function,0.805,different,0.8,金鑰管理和帳號管理是相關但不同的安全管理概念
驗章,function,稽核與確認,function,0.8023,different,0.8,驗章和稽核與確認雖相關但指稱不同概念
權限管理,function,資訊管理,function,0.8033,different,0.8,兩節點名稱雖相關但指稱不同概念
非對稱式加密,function,對稱密鑰加密,function,0.8016,different,0.9,非對稱式加密和對稱密鑰加密是兩種不同的加密方法
身分驗證,function,驗章,function,0.8058,different,0.8,身分驗證和驗章雖相關但指稱不同概念
防火牆管理,function,電腦網路管理,function,0.8025,different,0.8,防火牆管理和電腦網路管理是相關但不同的概念
阻絕服務攻擊 (dos),attack,阻斷服務攻擊 (dos),attack,0.9964,same,1.0,兩節點名稱語意等價，都是描述阻絕或阻斷服務攻擊的同義詞
權限管理,function,防火牆管理,function,0.8033,different,0.8,兩節點名稱雖相關但指稱不同安全管理概念
驗章,function,身分認證,function,0.8007,different,0.8,驗章和身分認證是相關但不同的概念
等級審核,function,審查,function,0.8005,same,0.8,等級審核和審查在此語境下為同義詞
阻絕服務攻擊,attack,阻斷服務攻擊,attack,0.9913,same,0.9,兩節點名稱語意等價，都是指阻絕或阻斷服務的攻擊行為
中間人攻擊(mitm),attack,中間人攻擊 (mitm),attack,0.9891,same,1.0,兩節點名稱語意完全相同
身份盜竊,attack,身份竊盜,attack,0.9902,same,0.9,身份盜竊和身份竊盜是同義詞
syn 洪水攻擊,attack,syn洪水攻擊,attack,0.9795,same,1.0,兩節點名稱語意等價
邏輯攻擊,attack,邏輯性攻擊,attack,0.9794,same,0.9,邏輯攻擊和邏輯性攻擊是語意等價的表達
資安弱點管理,function,憑證管理,function,0.8004,different,0.8,兩節點名稱語意不同，資安弱點管理與憑證管理是兩個不同的安全管理概念
網路安全威脅,attack,物聯網安全威脅,attack,0.9746,different,0.8,兩節點雖相關但指稱不同概念，網路安全威脅與物聯網安全威脅是不同的安全威脅類型
惡意軟體之攻擊,attack,惡意軟體攻擊,attack,0.9795,same,0.9,兩節點名稱語意等價，惡意軟體之攻擊和惡意軟體攻擊指稱同一概念
ic 卡攻擊,attack,ic卡攻擊,attack,0.9893,same,1.0,兩節點名稱語意等價
分散式阻斷服務 (ddos),attack,分散式阻斷服務攻擊 (ddos),attack,0.9726,same,0.9,兩節點名稱語意等價，都是描述分散式阻斷服務攻擊
未經授權存取,attack,未授權存取,attack,0.9768,same,0.9,兩節點名稱語意等價
分散式阻斷服務 (ddos) 攻擊,attack,分散式阻斷服務攻擊 (ddos),attack,0.9727,same,1.0,兩節點名稱語意等價
