name_a,type_a,name_b,type_b,similarity,confidence,reason
組織的網站,app,官網,app,0.8343,0.9,節點 A 和節點 B 的名稱語意等價，均指組織的官方網站
軟體系統,app,電腦軟體,app,0.8313,0.9,軟體系統和電腦軟體是同義詞
電腦軟體,app,電腦程式,app,0.8219,0.9,電腦軟體和電腦程式是同義詞
app,app,應用系統,app,0.8139,0.9,app 和 應用系統 是同義詞
應用系統程式,app,app,app,0.8122,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
檔案傳輸服務,app,ftp 服務,app,0.8102,0.9,檔案傳輸服務和ftp服務語意等價
網路應用程式,app,web 應用程式,app,0.8083,0.9,網路應用程式和web應用程式是同義詞
微軟網路芳鄰,app,芳鄰,app,0.8047,0.9,節點 A 和節點 B 的名稱語意等價，都是指微軟網路芳鄰
ftp,app,ftp 服務,app,0.8028,0.9,節點名稱語意相近，ftp 和 ftp 服務指稱同一概念
電子郵件用戶端,app,電子郵件軟體,app,0.802,0.9,電子郵件用戶端和電子郵件軟體是同義詞
災害復原計畫,policy,災害復原計劃,policy,0.9934,0.9,兩節點名稱語意等價，計畫和計劃是同義詞
災難復原計畫,policy,災害復原計畫,policy,0.9811,0.9,災難復原計畫和災害復原計畫是同義詞
災難復原計畫,policy,災害復原計劃,policy,0.979,0.9,兩節點名稱語意等價，都是指復原計畫
營業秘密法,policy,營業祕密法,policy,0.9744,1.0,兩節點名稱語意等價
營運持續性計畫,policy,營運持續計畫,policy,0.9736,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續計畫是同義詞
rpo (復原點目標),policy,復原點目標 (rpo),policy,0.9719,1.0,節點 A 和節點 B 的名稱語意等價
存取控制政策,policy,存取控管政策,policy,0.9704,0.9,存取控制政策和存取控管政策是同義詞
強式密碼原則,policy,強密碼原則,policy,0.9655,0.9,強式密碼原則和強密碼原則是同義詞
資訊安全教育訓練,policy,資訊安全教育與訓練,policy,0.9609,0.9,節點名稱語意等價
教育培訓,policy,教育訓練,policy,0.9573,0.9,教育培訓和教育訓練是同義詞
風險控制,policy,風險控制措施,policy,0.9523,0.9,風險控制和風險控制措施語意相近，均指涉及風險的控制或管理
密碼原則,policy,安全密碼原則,policy,0.9511,0.9,節點名稱語意等價，都是指密碼的安全原則
iso/iec 27001,policy,iso 27001,policy,0.9488,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001 安全標準
營運持續規劃,policy,營運持續計畫,policy,0.9421,0.9,營運持續規劃和營運持續計畫是同義詞
歐盟一般資料保護規範 (gdpr),policy,通用資料保護規範 (gdpr),policy,0.9409,1.0,節點 A 和節點 B 的名稱語意等價，均指稱歐盟一般資料保護規範
服務條約,policy,服務條款,policy,0.9393,0.9,服務條約和服務條款是同義詞
安全管理政策,policy,安全政策,policy,0.9362,0.9,節點名稱語意等價
營運持續性計畫,policy,營運持續規劃,policy,0.933,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續規劃是同義詞
資訊存取控制政策,policy,存取控制政策,policy,0.9312,0.9,兩節點名稱語意相近，存取控制政策是資訊存取控制政策的標準化形式
資訊安全策略,policy,安全策略,policy,0.9282,0.9,節點 A 和節點 B 的名稱語意等價，都是指安全策略的概念
強密碼原則,policy,安全密碼原則,policy,0.9241,0.9,兩節點名稱語意等價，都是指密碼的安全原則
iso 27001：2022,policy,iso/iec 27001:2022,policy,0.9215,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001:2022 安全標準
資訊存取控制政策,policy,存取控管政策,policy,0.9152,0.9,兩節點名稱語意等價，都是描述存取控制的政策
存取權限管理,policy,存取權限控管,policy,0.9151,0.9,存取權限管理和存取權限控管是同義詞
fips 140,policy,fips 140-2,policy,0.9146,0.9,FIPS 140-2 是 FIPS 140 的更新版本
電腦處理個人資料保護法,policy,個人資料保護法,policy,0.9114,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及個人資料保護的法律
資訊安全政策,policy,安全政策,policy,0.9078,0.9,兩節點名稱語意等價
歐盟一般資料保護規範 (gdpr),policy,歐盟通用資料保護規範,policy,0.9046,1.0,節點 A 和節點 B 的名稱語意等價，都是指歐盟的資料保護規範
fips 140,policy,fips 140-3,policy,0.9022,0.9,FIPS 140 和 FIPS 140-3 是同一安全標準的不同版本
zero trust security,policy,零信任,policy,0.9005,0.9,節點 A 和節點 B 的名稱語意等價，都是指零信任安全政策的概念
法規,policy,法律,policy,0.8985,0.9,法規和法律都是政策的標準化形式，語意上相近
災害復原計畫,policy,災難備援計畫,policy,0.8913,0.9,災害復原計畫和災難備援計畫是同義詞
風險規避,policy,風險控制,policy,0.8886,0.9,風險規避和風險控制是同義詞
災難復原計畫,policy,災難備援計畫,policy,0.8882,0.9,災難復原計畫和災難備援計畫是同義詞
災難備援計畫,policy,災害復原計劃,policy,0.887,0.9,災難備援計畫和災害復原計劃是同義詞
資訊安全政策,policy,資訊安全策略,policy,0.8869,0.9,資訊安全政策和資訊安全策略是同義詞
密碼複雜性原則,policy,強密碼原則,policy,0.884,0.9,兩節點名稱語意等價，均指密碼強度的要求
規範,policy,資安規範,policy,0.8811,0.9,規範和資安規範在安全政策或標準規範的本體論類別下是相關的同義詞
限制存取權限,policy,限制權限,policy,0.8786,0.9,節點名稱語意相近，均涉及限制權限
災害復原計畫,policy,備份和恢復計劃,policy,0.8781,0.9,兩節點名稱語意等價，都是指恢復系統或資料的計畫
風險處理措施,policy,風險控制措施,policy,0.8776,0.9,風險處理措施和風險控制措施是同義詞
iso 27002:2022,policy,iso/iec 27002,policy,0.8773,0.9,節點 A 和節點 B 都指稱 ISO 27002 標準，名稱差異在於版本號和發佈機構的標示
強式密碼原則,policy,安全密碼原則,policy,0.8769,0.9,強式密碼原則和安全密碼原則是同義詞
政府組態基準,policy,政府組態基準 (gcb),policy,0.8745,1.0,節點 A 和節點 B 的名稱語意等價
fips 140,policy,fips 140 密碼模組安全標準,policy,0.8711,0.9,節點 A 和節點 B 的名稱語意等價，FIPS 140 是一個標準化的名稱
密碼安全管控,policy,密碼管制措施,policy,0.8692,0.9,兩節點名稱語意相近，均指涉密碼安全的管控或措施
密碼複雜性原則,policy,強式密碼原則,policy,0.8688,0.9,兩節點名稱語意相近，均指涉密碼強度的原則
安全策略,policy,安全政策,policy,0.8678,1.0,節點名稱語意等價
存取權限控管,policy,存取控制,policy,0.8678,0.9,存取權限控管和存取控制是同義詞
災難復原計畫,policy,備份和恢復計劃,policy,0.8667,0.9,兩節點名稱語意等價，都是指恢復系統或資料的計畫
密碼和帳戶管理,policy,密碼保護和管理,policy,0.8663,0.9,節點名稱語意相近，均涉及密碼管理
災害復原程序,policy,災害復原計劃,policy,0.8625,0.9,災害復原程序和災害復原計劃在語意上相近，均指涉及恢復和重建的計畫
災害復原計畫 (drp),policy,災害復原計劃,policy,0.861,0.9,兩節點名稱語意等價，都是指災害復原計畫
災害復原計畫,policy,災害復原計畫 (drp),policy,0.8588,1.0,兩節點名稱語意等價
資安規範,policy,安全規則,policy,0.8557,0.9,資安規範和安全規則在本體論類別policy下為同義詞
法規,policy,規範,policy,0.8553,0.9,法規和規範在安全政策或標準規範的本體論類別中是同義詞
最低權限,policy,最小權限原則,policy,0.8535,0.9,最低權限和最小權限原則是同義詞
災難復原計畫,policy,災害復原計畫 (drp),policy,0.8524,0.9,災難復原計畫和災害復原計畫是同義詞
密碼複雜性原則,policy,安全密碼原則,policy,0.8523,0.9,兩節點名稱語意相近，均指涉密碼安全的原則
災難復原計畫,policy,災害復原程序,policy,0.8522,0.9,災難復原計畫和災害復原程序是同義詞
gdpr,policy,通用資料保護規範 (gdpr),policy,0.8513,1.0,節點 A 和節點 B 的名稱語意等價，均指稱通用資料保護規範
資產分級,policy,資產分級政策,policy,0.8489,0.9,節點名稱語意相近，資產分級和資產分級政策指稱同一概念
存取控管政策,policy,存取權限控管,policy,0.8474,0.9,存取控管政策和存取權限控管是同義詞
資產分級管理,policy,資產分級政策,policy,0.845,0.9,節點 A 和節點 B 的名稱語意相近，均涉及資產分級的管理或政策
歐盟通用資料保護規範,policy,通用資料保護規範 (gdpr),policy,0.8419,0.9,節點 A 和節點 B 都指稱通用資料保護規範，且節點 B 的縮寫 GDPR 是節點 A 的標準化形式
服務等級合約 (sla),policy,服務等級合約,policy,0.8365,1.0,兩節點名稱語意完全相同
存取權限控管,policy,限制存取權限,policy,0.835,0.9,節點 A 和節點 B 的名稱語意等價，均指存取權限的控管
密碼安全管控,policy,密碼保護和管理,policy,0.834,0.9,節點 A 和節點 B 的名稱語意相近，均指涉密碼的安全管理
智慧財產權遵循政策,policy,保護智慧財產權的政策,policy,0.8286,0.9,兩節點名稱語意等價，均指保護智慧財產權的政策
密碼強度規範,policy,強式密碼原則,policy,0.8279,0.9,兩節點名稱語意等價，均指涉密碼強度的規範
資訊安全策略,policy,安全政策,policy,0.8263,0.9,節點名稱語意等價
風險減緩,policy,風險控制,policy,0.8261,0.9,風險減緩和風險控制是同義詞
iso/iec 27001,policy,iso/iec 27001:2022,policy,0.8251,0.9,節點名稱語意等價，版本號為標準化形式的變體
密碼強度規範,policy,強密碼原則,policy,0.8219,0.9,兩節點名稱語意等價，均指涉及密碼強度的安全政策
風險處理策略,policy,風險應對方案,policy,0.8209,0.9,風險處理策略和風險應對方案是同義詞
資訊安全管理作業程序,policy,安全程序,policy,0.8204,0.9,兩節點名稱語意相近，均指涉安全管理的程序
存取控管政策,policy,存取控制,policy,0.8189,0.9,存取控管政策和存取控制是同義詞
風險改善計畫,policy,風險應對方案,policy,0.8142,0.9,風險改善計畫和風險應對方案是同義詞
fips 140-2,policy,fips 140 密碼模組安全標準,policy,0.814,0.9,節點 A 和節點 B 都指涉 FIPS 140 標準，且節點 B 的名稱包含了「密碼模組安全標準」，這是 FIPS 140-2 的描述
系統權限管理,policy,存取權限管理,policy,0.814,0.9,系統權限管理和存取權限管理是同義詞
僅知原則,policy,必要知道原則,policy,0.8139,0.9,兩節點名稱語意等價，指稱同一個概念
存取控制政策,policy,存取權限控管,policy,0.8136,0.9,存取控制政策和存取權限控管是同義詞
備援計畫,policy,災害復原計劃,policy,0.8129,0.9,備援計畫和災害復原計劃是同義詞，均指在發生災害或系統故障時恢復業務運作的計劃
安全管理政策,policy,安全策略,policy,0.8119,0.9,安全管理政策和安全策略是同義詞
備援機制的政策,policy,備份政策,policy,0.8094,0.9,備援機制的政策和備份政策在安全政策的背景下是同義詞
風險處理措施,policy,風險應對方案,policy,0.8083,0.9,風險處理措施和風險應對方案是同義詞
gdpr,policy,電腦處理個人資料保護法,policy,0.808,0.9,節點 A 的 GDPR 是歐盟的通用資料保護規範，節點 B 的電腦處理個人資料保護法是台灣的相關法律，兩者雖名稱不同但都關注個人資料保護，GDPR 對台灣來說是一種參考標準
itsec,policy,安全策略,policy,0.8075,0.9,itsec 和 安全策略 是安全政策的同義詞
存取權限管理,policy,限制存取權限,policy,0.8066,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及管理和限制存取權限的概念
資訊安全政策,policy,安全策略,policy,0.8064,0.9,資訊安全政策和安全策略是同義詞
營運持續性計畫,policy,營運持續計畫 (bcp),policy,0.8039,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續計畫（BCP）是同義詞
fips 140 密碼模組安全標準,policy,fips 140-3,policy,0.8027,0.9,節點 A 和節點 B 都指稱 FIPS 140 密碼模組安全標準，節點 B 的名稱是節點 A 的更具體版本
意識、培訓和教育,policy,教育培訓,policy,0.8021,0.9,節點 A 和節點 B 的名稱雖然不完全相同，但都包含了「教育」和「培訓」的元素，且意義相近
營運持續計畫 (bcp),policy,營運持續計畫,policy,0.8019,1.0,兩節點名稱語意等價
備份和恢復計劃,policy,災害復原計畫 (drp),policy,0.8019,0.9,備份和恢復計劃與災害復原計畫在安全政策中是相關的同義概念
處理偶發事故的計畫,policy,突發事件計畫,policy,0.8008,0.9,兩節點名稱語意等價，都是指處理意外事件的計畫
網路犯罪份子,attacker,網路犯罪分子,attacker,0.9669,0.9,網路犯罪份子和網路犯罪分子是同義詞
黑帽攻擊者,attacker,黑帽駭客,attacker,0.8627,0.9,黑帽攻擊者和黑帽駭客是同義詞
網路攻擊者,attacker,駭客,attacker,0.8537,0.9,網路攻擊者和駭客在本體論類別attacker下具有相似的語意含義
黑帽駭客,attacker,惡意駭客,attacker,0.8473,0.9,黑帽駭客和惡意駭客都是指進行惡意攻擊的駭客
網路攻擊者,attacker,惡意駭客,attacker,0.8197,0.9,網路攻擊者和惡意駭客是同義詞
網路犯罪份子,attacker,網路攻擊者,attacker,0.815,0.9,網路犯罪份子和網路攻擊者在攻擊者本體論類別下具有相似的語意含義
對手,attacker,敵對者,attacker,0.81,0.9,對手和敵對者在攻擊者或威脅行為者本體論類別中為同義詞
系統管理人員,securityTeam,系統管理員,securityTeam,0.9863,0.9,系統管理人員和系統管理員是同義詞
美國國家標準局 (nist),securityTeam,美國國家標準與技術局 (nist),securityTeam,0.9785,1.0,兩節點名稱語意等價，都是指美國國家標準與技術局
系統管理者,securityTeam,系統管理員,securityTeam,0.956,0.9,系統管理者和系統管理員是同義詞
網路管理者,securityTeam,網路管理員,securityTeam,0.9509,0.9,網路管理者和網路管理員是同義詞
雲端服務提供業者,securityTeam,雲端服務供應商,securityTeam,0.944,0.9,節點 A 和節點 B 的名稱語意等價，均指雲端服務的提供者
系統管理人員,securityTeam,系統管理者,securityTeam,0.9357,0.9,系統管理人員和系統管理者是同義詞
網路安全性分析師,securityTeam,資安分析師,securityTeam,0.9259,0.9,網路安全性分析師和資安分析師是同義詞
安全性分析師,securityTeam,網路安全性分析師,securityTeam,0.9162,0.9,安全性分析師和網路安全性分析師在資安防禦團隊中指稱相似的角色
資安管理團隊,securityTeam,資安團隊,securityTeam,0.9139,0.9,兩節點名稱語意相近，均指涉資安防禦團隊或角色
資安團隊,securityTeam,網路安全性團隊,securityTeam,0.9037,0.9,兩節點名稱語意等價，都是指資安防禦團隊或角色
資安管理人員,securityTeam,資訊安全管理人員,securityTeam,0.9031,0.9,兩節點名稱語意等價，都是指資安防禦團隊中的管理人員
資產擁有者,securityTeam,資訊資產擁有者,securityTeam,0.9014,0.9,資產擁有者和資訊資產擁有者在資安防禦團隊或角色中指稱同一個概念
安全性分析師,securityTeam,資安分析師,securityTeam,0.9009,0.9,安全性分析師和資安分析師是同義詞
鑑識人員,securityTeam,鑑識專家,securityTeam,0.8811,0.9,鑑識人員和鑑識專家在資安防禦團隊中指稱同一類型的角色
雲端服務供應商 (csp),securityTeam,雲端服務供應商,securityTeam,0.8761,1.0,兩節點名稱語意等價
資安長,securityTeam,資訊安全長,securityTeam,0.8751,0.9,資安長和資訊安全長是同義詞
資安人員,securityTeam,資訊安全維運人員,securityTeam,0.872,0.9,資安人員和資訊安全維運人員都是指從事資安防禦工作的團隊或角色
資安專家,securityTeam,網路安全專業人員,securityTeam,0.8624,0.9,兩節點名稱語意相近，皆指涉資安防禦的專業人員
雲端服務供應商 (csp),securityTeam,雲端服務提供業者,securityTeam,0.8482,0.9,兩節點名稱語意等價，均指雲端服務的提供者
資安管理團隊,securityTeam,網路安全性團隊,securityTeam,0.8369,0.9,兩節點名稱語意相近，均指涉資安防禦團隊
資安人員,securityTeam,資訊安全管理人員,securityTeam,0.8368,0.9,兩節點名稱語意相近，均指涉及資安防禦的團隊或角色
資訊主管,securityTeam,資訊安全長,securityTeam,0.8312,0.9,資訊主管和資訊安全長都是資安防禦團隊或角色的領導角色
安全性測試人員,securityTeam,滲透測試人員,securityTeam,0.819,0.9,安全性測試人員和滲透測試人員都是資安防禦團隊中負責測試系統安全性的角色，名稱語意相近
電腦鑑識專家,securityTeam,鑑識人員,securityTeam,0.8184,0.9,電腦鑑識專家和鑑識人員在資安防禦團隊中指稱同一類型的角色
系統管理人員,securityTeam,資安管理人員,securityTeam,0.8178,0.9,系統管理人員和資安管理人員在資安防禦團隊中可能扮演相似的角色
資安長,securityTeam,安全主管,securityTeam,0.8062,0.9,資安長和安全主管是資安防禦團隊中的領導角色，名稱語意相近
權責主管,securityTeam,安全主管,securityTeam,0.805,0.9,權責主管和安全主管在資安防禦團隊中指稱相同角色
網路安全專業人員,securityTeam,資安人員,securityTeam,0.8022,0.9,網路安全專業人員和資安人員是同義詞
系統管理人員,securityTeam,資訊安全管理人員,securityTeam,0.8011,0.9,系統管理人員和資訊安全管理人員在資安防禦團隊中可能扮演相似的角色
資訊安全長,securityTeam,安全主管,securityTeam,0.8002,0.9,資訊安全長和安全主管是同義詞
用戶,user,使用者,user,0.9495,1.0,用戶和使用者是同義詞
操作使用者,user,使用者,user,0.9216,0.9,節點名稱語意等價
用戶,user,網站用戶,user,0.9033,0.9,節點 A 和節點 B 的名稱語意相近，均指稱使用網站的使用者
授權使用者,user,使用者,user,0.9031,0.9,授權使用者和使用者在本體論類別中語意等價
公司人員,user,員工,user,0.8939,0.9,公司人員和員工是同義詞
電腦使用者,user,使用者,user,0.8778,0.9,節點名稱語意相近，均指一般使用者
操作使用者,user,用戶,user,0.8701,0.9,操作使用者和用戶是同義詞
一般員工,user,員工,user,0.8653,0.9,節點 A 和節點 B 的名稱語意相近，均指稱一般員工
網站用戶,user,使用者,user,0.8607,0.9,節點名稱語意等價，網站用戶和使用者是同義詞
用戶,user,電腦使用者,user,0.8581,0.9,用戶和電腦使用者是同義詞
組織員工,user,員工,user,0.8425,0.9,節點名稱語意相近，均指組織內的員工
使用者,user,單一使用者,user,0.8247,0.9,使用者和單一使用者在語意上相近，指稱同一概念
操作使用者,user,電腦使用者,user,0.8161,0.9,操作使用者和電腦使用者都是指一般使用者，語意上相近
公司人員,user,一般員工,user,0.8157,0.9,公司人員和一般員工在本體論類別user下是同義詞
資訊科技的使用者,user,電腦使用者,user,0.8094,0.9,節點 A 和節點 B 的名稱語意相近，均指使用資訊科技或電腦的使用者
資訊科技的使用者,user,使用者,user,0.8012,0.9,節點A和節點B的名稱語意相近，均指使用者
用戶,user,單一使用者,user,0.8002,0.9,用戶和單一使用者是同義詞
